City,Province,Year,Make,Model,Price,Mileage,URL
Brampton,ON,2009,Honda,Civic,9000,99000,facebook.com/marketplace/item/1293314161290158/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Waterloo,ON,2017,Honda,Civic,17550,96000,facebook.com/marketplace/item/306995368371013/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Markham,ON,2009,Honda,Civic,10000,118000,facebook.com/marketplace/item/9906446389428104/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Caledon,ON,2005,Honda,Civic,1200,123000,facebook.com/marketplace/item/2267984863392545/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Toronto,ON,2006,Honda,Civic,5900,115000,facebook.com/marketplace/item/740504911179561/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Clearview,ON,2017,Honda,Civic,20000,190000,facebook.com/marketplace/item/1230880227617600/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Thunder Bay,ON,2014,Honda,Civic,12299,123000,facebook.com/marketplace/item/679281640682675/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Dryden,ON,2016,Honda,Civic,16000,120000,facebook.com/marketplace/item/1005569893920269/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Thunder Bay,ON,2016,Honda,Civic,19950,148000,facebook.com/marketplace/item/861437312153068/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2018,Honda,Civic,17900,72000,facebook.com/marketplace/item/1353369511913818/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,25995,80000,facebook.com/marketplace/item/275089625119200/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Sault Ste Marie,ON,2016,Honda,Civic,19450,156000,facebook.com/marketplace/item/239802182281912/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Ritchot,MB,2012,Honda,Civic,13950,142000,facebook.com/marketplace/item/1093076115410379/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Sault Ste Marie,ON,2016,Honda,Civic,18950,172000,facebook.com/marketplace/item/1327875177937386/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Northeastern Manitoulin and Islands,ON,2018,Honda,Civic,22950,133000,facebook.com/marketplace/item/235747812714421/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2013,Honda,Civic,14500,135000,facebook.com/marketplace/item/487203736955906/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2012,Honda,Civic,13499,135000,facebook.com/marketplace/item/1247545145924053/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2012,Honda,Civic,14000,152000,facebook.com/marketplace/item/799838731586562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2013,Honda,Civic,12800,170000,facebook.com/marketplace/item/1329842617609910/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2007,Honda,Civic,9923,103000,facebook.com/marketplace/item/244884568356542/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2006,Honda,Civic,9500,160000,facebook.com/marketplace/item/294328076385567/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,24995,79000,facebook.com/marketplace/item/1702860050176220/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,21990,114000,facebook.com/marketplace/item/1794536634276419/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,19900,131000,facebook.com/marketplace/item/952791782612570/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,21999,136000,facebook.com/marketplace/item/941129756951584/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,24500,60000,facebook.com/marketplace/item/660256489013600/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,25995,79000,facebook.com/marketplace/item/3135286416765726/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2013,Honda,Civic,13500,195000,facebook.com/marketplace/item/824641375641178/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,19999,139000,facebook.com/marketplace/item/682791780338102/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2012,Honda,Civic,13500,159000,facebook.com/marketplace/item/277955101588186/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,19900,151000,facebook.com/marketplace/item/1732881597171412/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2020,Honda,Civic,29695,55000,facebook.com/marketplace/item/1230403625023549/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2008,Honda,Civic,8700,195000,facebook.com/marketplace/item/955071752391203/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Springfield,MB,2013,Honda,Civic,13500,188000,facebook.com/marketplace/item/1271348956822008/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,25995,79000,facebook.com/marketplace/item/281418831140716/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2015,Honda,Civic,18995,105000,facebook.com/marketplace/item/1049959719324643/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2012,Honda,Civic,19500,77000,facebook.com/marketplace/item/1356509094901806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2013,Honda,Civic,14700,163000,facebook.com/marketplace/item/599488948729673/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2018,Honda,Civic,27999,98000,facebook.com/marketplace/item/188739150631886/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,24698,65000,facebook.com/marketplace/item/298023856128821/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2018,Honda,Civic,26998,69000,facebook.com/marketplace/item/269635225758353/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2019,Honda,Civic,25995,80000,facebook.com/marketplace/item/239838132260779/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Winnipeg,MB,2016,Honda,Civic,25999,97000,facebook.com/marketplace/item/239627185619366/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Altona,MB,2013,Honda,Civic,2000,90000,facebook.com/marketplace/item/1372058253395427/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Brandon,MB,2018,Honda,Civic,25600,88000,facebook.com/marketplace/item/943903756871612/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2015,Honda,Civic,17999,138000,facebook.com/marketplace/item/1681976618938221/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2013,Honda,Civic,16500,170000,facebook.com/marketplace/item/755095842971111/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2012,Honda,Civic,15900,68000,facebook.com/marketplace/item/659187032813234/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2014,Honda,Civic,17998,130000,facebook.com/marketplace/item/595152012781581/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Regina,SK,2017,Honda,Civic,25000,85000,facebook.com/marketplace/item/811119320676080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2013,Honda,Civic,11200,192000,facebook.com/marketplace/item/793207992500090/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2016,Honda,Civic,22500,146000,facebook.com/marketplace/item/613269937533215/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2015,Honda,Civic,19995,189000,facebook.com/marketplace/item/1323216748276622/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2016,Honda,Civic,25999,97000,facebook.com/marketplace/item/308556384973306/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Prince Albert,SK,2017,Honda,Civic,28500,90000,facebook.com/marketplace/item/252682157536511/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2014,Honda,Civic,17998,130000,facebook.com/marketplace/item/1215175155831332/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Saskatoon,SK,2014,Honda,Civic,15500,165000,facebook.com/marketplace/item/1217161072292147/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,Civic,1200,89000,facebook.com/marketplace/item/1403860303527396/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2009,Honda,Civic,9600,174000,facebook.com/marketplace/item/2615417638756785/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,16900,149000,facebook.com/marketplace/item/2495156463995714/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2019,Honda,Civic,18900,93000,facebook.com/marketplace/item/769256631641494/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,16500,185000,facebook.com/marketplace/item/1944215785964693/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2010,Honda,Civic,14300,55000,facebook.com/marketplace/item/233685852913980/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2014,Honda,Civic,16000,123000,facebook.com/marketplace/item/598164308878067/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2012,Honda,Civic,13000,120000,facebook.com/marketplace/item/2049888825408501/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,Civic,21300,104000,facebook.com/marketplace/item/804830197856909/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2009,Honda,Civic,9600,174000,facebook.com/marketplace/item/1261997914456515/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2016,Honda,Civic,18900,81000,facebook.com/marketplace/item/117465768059282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,16900,72000,facebook.com/marketplace/item/1010018047020193/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,Civic,10000,200000,facebook.com/marketplace/item/240686872211461/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2006,Honda,Civic,8800,107000,facebook.com/marketplace/item/1198458277514308/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2006,Honda,Civic,7000,145000,facebook.com/marketplace/item/816614326485707/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2018,Honda,Civic,20800,60000,facebook.com/marketplace/item/1034029577484756/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2018,Honda,Civic,25000,62000,facebook.com/marketplace/item/739191491305589/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Chestermere,AB,2017,Honda,Civic,23000,68000,facebook.com/marketplace/item/934409611193610/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,Civic,12500,200000,facebook.com/marketplace/item/6271464252953720/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2013,Honda,Civic,16000,174000,facebook.com/marketplace/item/1012819539714821/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,20988,94000,facebook.com/marketplace/item/191976260517204/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,14850,175000,facebook.com/marketplace/item/1637666093378481/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2014,Honda,Civic,20990,60000,facebook.com/marketplace/item/1455355491885682/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Calgary,AB,2015,Honda,Civic,18995,143000,facebook.com/marketplace/item/803187927855525/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2012,Honda,Civic,9800,198000,facebook.com/marketplace/item/952150029225263/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Red Deer,AB,2014,Honda,Civic,14900,165000,facebook.com/marketplace/item/829259158371056/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Red Deer County,AB,2011,Honda,Civic,11500,95000,facebook.com/marketplace/item/1453133112138164/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Beaumont,AB,2018,Honda,Civic,24500,134000,facebook.com/marketplace/item/9981336755239921/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2016,Honda,Civic,21999,89000,facebook.com/marketplace/item/217981750783810/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Kelowna,BC,2017,Honda,Civic,21440,134000,facebook.com/marketplace/item/989300462118616/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Kelowna,BC,2017,Honda,Civic,20431,134000,facebook.com/marketplace/item/947472333026558/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2014,Honda,Civic,16000,167000,facebook.com/marketplace/item/493198973011336/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Edmonton,AB,2012,Honda,Civic,12988,167000,facebook.com/marketplace/item/693255222631265/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Kelowna,BC,2017,Honda,Civic,21130,134000,facebook.com/marketplace/item/1034079054428649/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Kelowna,BC,2008,Honda,Civic,14900,127000,facebook.com/marketplace/item/1967405916979402/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Wetaskiwin County No 10,AB,2017,Honda,Civic,27765,98000,facebook.com/marketplace/item/590732709885193/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,Civic,4600,180000,facebook.com/marketplace/item/1218812825404196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2001,Honda,Civic,4500,170000,facebook.com/marketplace/item/1328301151375967/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Abbotsford,BC,2001,Honda,Civic,2800,167000,facebook.com/marketplace/item/801747984978967/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Coquitlam,BC,2004,Honda,Civic,3250,192000,facebook.com/marketplace/item/825829312509724/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2017,Honda,Civic,15990,123000,facebook.com/marketplace/item/268073415834584/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2019,Honda,Civic,17990,94000,facebook.com/marketplace/item/314699424241856/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Abbotsford,BC,2013,Honda,Civic,13000,180000,facebook.com/marketplace/item/326767016548964/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2014,Honda,Civic,14990,93000,facebook.com/marketplace/item/941618010468070/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2007,Honda,Civic,5400,197000,facebook.com/marketplace/item/1445858179533981/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2008,Honda,Civic,8900,160000,facebook.com/marketplace/item/183569854709623/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
North Vancouver,BC,2017,Honda,Civic,16400,89000,facebook.com/marketplace/item/160524850327497/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2010,Honda,Civic,9500,133000,facebook.com/marketplace/item/241855405412647/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2007,Honda,Civic,6199,103000,facebook.com/marketplace/item/638612878214273/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2012,Honda,Civic,12999,132000,facebook.com/marketplace/item/966371284621569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2008,Honda,Civic,8500,71000,facebook.com/marketplace/item/6524267290990559/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Port Moody,BC,2010,Honda,Civic,9999,162000,facebook.com/marketplace/item/827739028671058/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Langley,BC,2017,Honda,Civic,19488,123000,facebook.com/marketplace/item/237042629278994/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Abbotsford,BC,2014,Honda,Civic,14999,173000,facebook.com/marketplace/item/963777311571406/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2009,Honda,Civic,12800,121000,facebook.com/marketplace/item/1301381337133464/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2017,Honda,Civic,20888,82000,facebook.com/marketplace/item/1004187940597682/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2013,Honda,Civic,11800,179000,facebook.com/marketplace/item/254296150709003/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Coquitlam,BC,2010,Honda,Civic,9999,162000,facebook.com/marketplace/item/927221235044913/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2013,Honda,Civic,12500,169000,facebook.com/marketplace/item/297187322669397/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2020,Honda,Civic,23998,113000,facebook.com/marketplace/item/304130882010525/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2013,Honda,Civic,14700,160000,facebook.com/marketplace/item/961916231736532/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2008,Honda,Civic,1500,85000,facebook.com/marketplace/item/1077611413646339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2012,Honda,Civic,14995,102000,facebook.com/marketplace/item/3265530310388737/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2007,Honda,Civic,7750,130000,facebook.com/marketplace/item/6160161327443013/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,Civic,7300,153000,facebook.com/marketplace/item/306080995191849/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2019,Honda,Civic,23998,113000,facebook.com/marketplace/item/6449651125150968/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2011,Honda,Civic,9599,116000,facebook.com/marketplace/item/216620720905983/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2009,Honda,Civic,7999,179000,facebook.com/marketplace/item/1005435820641334/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
North Vancouver,BC,2016,Honda,Civic,22555,96000,facebook.com/marketplace/item/974175013828269/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2016,Honda,Civic,18995,150000,facebook.com/marketplace/item/6350497115064475/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,Civic,6550,192000,facebook.com/marketplace/item/330950592595833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2016,Honda,Civic,22900,109000,facebook.com/marketplace/item/655682556460307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2018,Honda,Civic,23000,86000,facebook.com/marketplace/item/983292689580921/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2012,Honda,Civic,14995,102000,facebook.com/marketplace/item/1479144756230564/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Delta,BC,2013,Honda,Civic,11299,157000,facebook.com/marketplace/item/971312854188617/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2008,Honda,Civic,7897,195000,facebook.com/marketplace/item/742328474315905/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2019,Honda,Civic,24495,73000,facebook.com/marketplace/item/1334510557421081/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Langley,BC,2008,Honda,Civic,10950,117000,facebook.com/marketplace/item/1010153810160427/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2013,Honda,Civic,10500,200000,facebook.com/marketplace/item/979804453148598/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Mission,BC,2009,Honda,Civic,10500,156000,facebook.com/marketplace/item/230931126516528/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2014,Honda,Civic,17998,92000,facebook.com/marketplace/item/302065328860829/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2013,Honda,Civic,16296,104000,facebook.com/marketplace/item/1001737904199382/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2012,Honda,Civic,15499,114000,facebook.com/marketplace/item/248646184615913/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2017,Honda,Civic,21990,87000,facebook.com/marketplace/item/665570968418317/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2013,Honda,Civic,16949,97000,facebook.com/marketplace/item/6132157510243730/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Burnaby,BC,2011,Honda,Civic,10900,116000,facebook.com/marketplace/item/2017686975236439/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2020,Honda,Civic,21999,112000,facebook.com/marketplace/item/232300509759165/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2019,Honda,Civic,26000,120000,facebook.com/marketplace/item/233891539551624/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Chilliwack,BC,2012,Honda,Civic,9999,200000,facebook.com/marketplace/item/829425095559558/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2012,Honda,Civic,10999,149000,facebook.com/marketplace/item/2020016208352351/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2008,Honda,Civic,5750,200000,facebook.com/marketplace/item/1002588564419874/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2006,Honda,Civic,5990,90000,facebook.com/marketplace/item/603452321777998/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2003,Honda,Civic,6000,176000,facebook.com/marketplace/item/625081273059431/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Vancouver,BC,2001,Honda,Civic,4900,160000,facebook.com/marketplace/item/1442415369666124/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2015,Honda,Civic,16000,168000,facebook.com/marketplace/item/775421881032078/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2017,Honda,Civic,18990,123000,facebook.com/marketplace/item/157878397316785/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Abbotsford,BC,2016,Honda,Civic,21500,100000,facebook.com/marketplace/item/311772281357989/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Surrey,BC,2012,Honda,Civic,10700,188000,facebook.com/marketplace/item/299649572727629/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2017,Honda,Civic,21990,87000,facebook.com/marketplace/item/978798919984734/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Richmond,BC,2018,Honda,Civic,24999,78000,facebook.com/marketplace/item/812592257161758/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Abbotsford,BC,2017,Honda,Civic,24728,141000,facebook.com/marketplace/item/983869959543643/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
New Westminster,BC,2014,Honda,Civic,14990,93000,facebook.com/marketplace/item/1341979536698275/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
Coquitlam,BC,2016,Honda,Civic,22978,108000,facebook.com/marketplace/item/973377190530597/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
